painting,domi_emotion,utterance_combined
martiros-saryan_design-for-opera-by-a-spendiarov-almast-1939,positive,The women walking through the garden of a large building makes for a calming scene.The enclosed garden encloses you in the peaceful garden.I really like how the light colors make up the structures! its a good contrast.
max-beckmann_afternoon-1946,negative,The man in white seems to be in pain as he is attacked by the other.Getting into a situation that is too much to handle.The black and green strands holding down the girl is scary. the creature with the abnormally large hands next to her is creepy.
max-beckmann_departure-1935,negative,"The first part is a bit gory with red blood and images the other two are a bit dark in colors.The multiple figures that appear to be tied up makes me anxious.These people look like they're being captured, bound up, and tortured."
max-pechstein_at-the-lantern,negative,"The use of red, yellow and black and the angry scene of a hanging and people rioting make this feel like a propaganda poster which scares me.I really dont like all of the darker painted people and the fact that someone looks as though they are hanging from the light pole dead.This scene looks horrifying, there is a man being hung from a lamp."
max-pechstein_the-masked-woman-1910,negative,"This person is hiding who they are and it's disconcerting.The gray skin of the person makes the picture a bit creepy.The eyes are vacant, which makes this person look nefarious - like the joker in batman.I feel like this person means harm and that they are intentional in their decision.The color of the womans face looks like she came out of the grave.I feel that this painting is gross.  i do not like the mask as the bold colors.Seems the blanked out eyes in this painting and the hard edged mask mean something fearful."
nassos-daphnis_hybrizidation-1947,positive,The different colors are nice.  not a lot is going on here but i am content to look at the curved lines and the different colors.The red and yellow flowers look vibrant together.The balance of colors and shapes make this drawing of simple leaves look calming.
neil-welliver_figures-under-tree,positive,The trees look like they are dripping on the people below.Men in suits with naked ladies under a tree.Why are the women nude while men sit in suits? this is most amusing.
nicolae-tonitza_vase-with-summer-flowers,positive,The crackled paint and blurred lines create a relaxing environment.I love that the painting appears to have cracks all over. the contrast between the bold colors of the flowers and the dark background is excellent.The fractal panes are appealing and the red and white are very different from the black in an appealing way.
oskar-kokoschka_not_detected_235831,negative,The woman's red face makes her look rather ugly in nmy opinion.The spots on the woman's legs and wall look like a plague.The red colors used in this painting make it feel like specs of blood were spattered onto it which is very unappealing to me.
oskar-kokoschka_not_detected_235840,negative,"The dark shading makes this sketch too chaotic. it is hard to make out the details between the creatures.The painting looks like a strange, ugly beast with tentacles for hands.It looks messy, and not a great deal of details.  i can barely make out the snake in the middle."
oskar-kokoschka_not_detected_235841,negative,The mask on the right is terrifying and not pleasant to look at.These rough lines and the scared expression on the man on the right are disturbing.The stribbly lines and the off-putting faces and gestures makes this photo scary.
oskar-kokoschka_not_detected_235844,negative,"I am a bit unnerved by the individuals presented in this piece. their overall body shape and facial complexion feel very sad.This looks depressing and dirty because the people are naked, and sad looking. t hey seem as if they are in limbo or purgitory.The men in the painting have wrinkled skin and look ugly."
oskar-kokoschka_not_detected_235863,negative,It looks like these are two lovers and they are embracing because they are sad.The couple appears to be huddling together for warmth in the freezing cold.The two lovers embrace and it makes me sad.The women are clutching each other as if shaking in fear.
oskar-kokoschka_portrait-of-carl-moll,positive,"The man is sitting comfortably with his fingers interlocked in his lap.Combined with the subject, the muted pallet makes me feel calm and grounded. the impression is of a solid man, inetrested, but not flighty or loud. perhaps he is going to tell a good story.I like the way his jacket looks rumpled and has light shining off of it."
ossip-zadkine_at-the-water-s-edge,positive,The figures are as pale as two ghosts as the sunbathe.The proportion on the two(?) nude figures are off to such an extent that one becomes fascinated while trying to piece them together!The way the two subjects are posing in front of each other in outdoor surrounds gives a sense of wonder.
ossip-zadkine_visitors-to-the-sun,negative,"It's creepy that one person's body is fractured down the middle.The figures in the painting lack a coherent color scheme and looks ugly.I feel like the anatomy is crudely drawn, and it appears that the peach-colored figure is being disembodied, suggesting a personal violation."
otto-dix_apotheosis,positive,"I love the power she displays, her stride is moving the whole world behind her.This one is pretty cool, it's messy with lots of detail going on.There is a lot of bold movement in this picture."
otto-dix_buried-alive,negative,"The dark black lines and gray hue is stark, these seem to be 2 soldiers dead.Uneasy scene all around, from the skulls to what seem like arms sticking up to the dark black lines everywhere.With the skulls this looks like the aftermath of war.The mood is dark and bodies can be seen in the foreground!"
otto-dix_corpse-of-a-horse,negative,"The painting shows a decaying corpse of a horse, making for a frightening sight.This sketch of a decomposing equine carcass is sure to create revulsion in the viewer.Looks like a dead carcass that has been out for awhile, torn apart.A dead deer with a hole in it's side decaying. this evokes disgust, but it's the intent of the painting for a change."
otto-dix_old-woman,negative,Gross sketch of gross old man will gross expression on his face.This reminds me of the old dead lady that jack nicholson was making out with in the shining and it creeps me out.This man looks old and malnourished and on the brink of death.
pablo-picasso_celestina-1904,negative,The woman under the cape looks like a witch.This makes me feel a bit like death is watching over the other two individuals.The individual in the blue hood is quite scary and gives me the creeps. it makes me feel something is wrong.
pablo-picasso_crouching-woman-1902,negative,"The blue colors match the individual's current state of sadness.The person in this painting looks very sad and cold.The blue shades elicit a very wanting feel and the figure seems to have fallen asleep gazing off the ledge.It makes you feel sad because of the scene and the color.I am sad because his hood is over his head, and his head is tucked in close to him. he seems defeated. the array of blue tones also evokes a feeling of despair and loneliness.I can feel this person's sadness and despair. it seems like this person is at the end and has exhausted all their resources.The way the person is almost curled up in a ball with their head down, looks very sad."
pablo-picasso_the-family-of-blind-man-1903,negative,The blue hues and the gauntness of the human figures imparts a sense of hardship and despondence.The various shades of blue makes this painting very sad and the expression on the the man's face can be described as forlorn.There is something about the way the blue is used that makes me feel utterly sad as i see this family.
pablo-picasso_woman-with-brooch-1944,positive,"This looks like carole baskin wearing a giant cheese wedge on her head, so its amusing.The hat she's wearing looks like a scottish tam and it clashes with the egyptian brooch.I like the bright colors used, the dark blues with the yellows and reds create contrast."
paul-klee_women-in-their-sunday-best-1928(1),negative,It is a scary green monster that will attack me in my nightmares.The dark look and the ominous shapes suggest a frightening scene to me.It looks like the profile of a witch with green skin wearing a big hat.
paula-modersohn-becker_bridges-in-paris-1905,negative,The person standing by the water is shrugging their shoulders as if depressed.The lone figure by the river while people walk by in groups on the bridge above.The lack of color and the man in the foreground's isolation brings a sense of gloominess.
paula-modersohn-becker_nude-girl-sitting-on-the-floor-1904,negative,"The posture of the person in the picture leads me to believe that they are unhappy, which makes me feel unhappy.The young girl has no clothes to wear and is embarrassed by her nakedness.The sketch of the woman feels like a ghostly outline.This woman seems like she's reflecting on past regrets."
paula-modersohn-becker_old-woman-with-handkerchief,negative,"His face expression reminds me of a weeping loved one at a funeral.Downcast eyes and red nose and cheek person and clutching a handkerchief this person is sad and was crying.The black clothing, possibly a handkerchief of some type in the subject's hand and her expression remind me of a widow in mourning.The man realizes money does not buy happiness.His facial expressing and the way he is holding the paper in his hands."
paula-modersohn-becker_self-portrait,negative,"The women's facial expression is very intimidating and she looks pretty scary.I feel fear when i look at this painting because the lady looks scary to me.She seems mentally deranged, i don't like the hollow eyes and how her pupils are pointing."
pierre-alechinsky_stars-and-disasters-astres-et-d-sastres-1969-1(1),positive,Love the blending of colors in the upper corner and the faces of the creatures look a little scary.The beings look appear to have weird faces with no eyes or mouths. one is female.The artist has decided to give the female deer human breasts.
pierre-alechinsky_with-two-brushes-a-deux-pinceaux-1978,negative,"The bottom things look like the bones of a victim that the weird dragon ate with blood splattered on the picture.There is a lot of chaos here, my eye can't find any pattern or peace. the shapes feel threatening.I feel afraid, because the drawings look like torture implements."
pierre-tal-coat_blue-vase,negative,"Not much going on, a sad little place looking poor and an item knocked down on the floor.The vase and the white box look like they have been abandoned in a desert environment.The candlestick has been knocked over, so this painting lacks light."
pyotr-konchalovsky_gurzuf-cypresses-1929,positive,The trees look like they are gently swaying in the wind. the water and mountains also look peaceful with how lightly they are colored.The two trees look to have equal importance.The water and sunny weather in the painting gives pleasant feel.Who would not be content looking at trees and water?Two tall trees overlooking the smaller trees. lake is serene and quite blue. a lovely scenic picture.
ramon-oviedo_forma-de-emitir-sonidos,negative,Another prototype of the virus they are trying to find a cure for but no one knows where it came from. looks like it anyway.The red background is omonous and the object looks threatening.The suspended thing looks dangerous and scary to me. the back shadow is ominous.
ramon-oviedo_por-que-dulce-ca-a(4),negative,The shapes remind me of discarded parts and give me an uneasy feeling.One side of the portrait looks like asparagus.  however the other side looks confusing.I don't like the smearing effect used in this. it makes it look gross.
richard-gerstl_man-in-meadow-alban-berg-1907,positive,"The man seems to be trying to ignore the man in the background, who appears to have his pants down and urinating on the tree.He looks like he's giving serious side eye to someone out of frame.The way the man is laying looks very uncomfortable, especially dressed in the apparel he is wearing."
richard-gerstl_portrait-of-a-seated-man-1908,positive,"Yikes, he looks like my ex father in law, down to the mustache.Looks like the man in the painting has a painting of himself behind him, that is an amazing power move.The man has a spot of hair on his bald head top, which is hilarious."
richard-gerstl_self-portrait,negative,"Ew... naked man!  and not a pretty one at that!I hate looking at naked people. i think naked people are disgusting.This man looks sickly blue, and the background only makes it worse."
sa-nogueira_figure-1,negative,"This makes me sad, looking at the darkness that is overtaking her.It doesn't look finished and is proportioned oddly.The woman has no clothes on and looks demonic."
salvador-dali_er-tu-puer-prophetia-altissimi-luke-1-76,negative,"This man looks injured, since his body is a mass of bloody cuts.Painting of a young person looking scared and ready to defend themselves.The dark brown/red and the crinkles on the page really gives it a very dark and sinister feeling.This boy seems like he's coated in blood, since the painting has so much red splashed on it.It looks like the man is going to stab someone with the black pointy item.The figure seems shrouded in some strange ethereal presence."
salvador-dali_portrait-of-el-sany-pancraci,positive,"The man's eyes are abnormally large, and staring to the side as if he has been interrupted while posing for the portrait.The man's face and eyebrows feels like a satire.This guy looks like a silly character, likely from a political cartoon."
salvador-dali_the-picnic,positive,The painting shows some form of party or get-together where people are being daring with holding and interacting with nude women.The nudity contrasts with the outdoors and clothed men to evoke a sense of freedom and carelessness.All these naked ladies make me think of having a orgy and that exciting.
salvador-dali_velazquez-dying-behind-the-window-on-the-left-side-out-of-which-a-spoon-projects,positive,"So what is the deal with the eggs? they make no sense. i wish i could understand the message that the artist is trying to get across, but it is funny to look at even if i dont get the message.Kind of a funny painting. he doesn't quite have egg on his face, but close. short legs, short arms. very strange and different.The scrambled deviled egg is really a funny concept."
serge-sudeikin_dairy-hour,positive,"The green color of the tree feel fresh and the clouds remind me of the smell after rain.This looks like the sun is going down after a successful day of work.Lovely tree. good colors here, too, and an enjoyable setting.I like the green and the way the tree is portrayed, could do without the other details."
theo-van-doesburg_abraham-kuyper-1910,positive,The man looks like he has seen better days.This man's face looks very fat and cartoonish looking. very silly features.The man seems annoyed by the angels flying over head.
theo-van-doesburg_krishna-playing-a-flute-1916,positive,The artist made the butts of the figures square and funny shaped.The sketches ate cartoonosh and show people woth large booties.This looks like a bad drawing someone made on a napkin or something.What else but amusement? it's a sketch of a bunch of butts! interesting insight to a process though.
tia-peltz_the-brat-girl-1,positive,"The little girl has very big eyes and her cheeks are too big.Cute pic, but her eyes are lopsided.This girl looks like a bug with huge eyes wearing a wig masquerading as a human."
tivadar-kosztka-csontvary_electric-station-at-jajce-at-night-1903,positive,"The reflection on the river makes me wish i were at that home, it feels peaceful.I like the light in the doorway and windows, and the reflection in the water.I like this one, because of the cheery looking house with the lights on.A stone building on the lake edge is lite up in the darkness.The scene of the man standing by the fire in an inviting looking town is comforting to me.The light coming from the building seems so inviting to me."
tivadar-kosztka-csontvary_teacher-in-morocco-1908,positive,"The mans long grey beard makes him look extremely wise.The vien on the forehead makes the face looks true to life.The figure seems almost mystical. the colors are weird but don't bother me because the whole scene feels surreal.The hood surrounds his face like a modern-day halo. he holds the book up, but he already knows what is written there, so he looks at his interlocutor to see if he has figured it out yet."
toyen_a-girl-at-the-construction,negative,"The woman looks out the window hoping for better days ahead.Something about this makes me think of suicide - the object on the left looks like a giant razor blade and the woman looks like she's reached her wit's end.The measuring sticks near this woman's face remind me of the constant need people feel to be perfect.The eyes look sad and beat up, makes me sad and disturbed."
tsuguharu-foujita_christ-en-croix,positive,The golden halo over jesus's head and crown of thorns feels like he has heavenly protection!I believe in a jesus that hung on the cross for my sins and this picture reminds me of what he was willing to do -to pay for my sins.I am in awe of this graceful rendition of the crucifixion of christ.
vajda-lajos_lel-t-s-a-templomdombr-l-1929,negative,"It is kinda creepy and weird, plus so dark and gloomy.The darkness of it is overwhelming.  the middle of it looks like it is staring.The shadows are dark and gloomy.    the houses look like they have eyes.  it almost looks like a maze, which is unknown and scary.The sharp lines are chaotic and unsettling this makes me feel scared and uneasy.The dark hues and the two dots in the middle makes it look like a pair of evil eyes.The colors make this look very hauntred.The inconsistent perspective and harsh shadows are confusing."
vajda-lajos_monster-s-head-1938,negative,"The creature is evil looking, the lack if color makes me feel like i am seeing this in the dark night, and the stitches around the mouth are the scariest part.The eyes in the picture look dark and evil.The dark jagged lines look like a scary clown hanging over someone.There appears to be a cage of some type over this creature's mouth. i am afraid of the reasons why it has been so violently restrained."
vasile-kazar_unknown-title-1,negative,"This painting looks like two very weird men are dancing and kissing while holding body parts of other humans.The figures in the painting appear to be connected together, which is ugly.A grotesque looking figure that i can't really put my finger on."
yiannis-tsaroychis_athlete-1967,positive,"The man's hair is made of green leaves from a tree.The subject looks as if he doesn't want to pose for the painting. he also reminds me of the jolly green giant's nephew, sprout.The image looks a bit cartoonish and lacks imagination."
zinaida-serebriakova_boy-musician-1928,positive,"The passion is clear the woman closes her eyes while playing the banjo.I like the subtle use of primary colors..the red of the banjo..the man in the yellow..and the child and blue. it makes them all look so connected.The culture and peace is captured in this painting with beautiful colors, peaceful expressions, and a subtle hues.The child looks like she is happy listening to the guitar."
zinaida-serebriakova_portrait-of-ivanov-in-a-suit-spaniard-1924,positive,The woman has an absolutely gorgeous headpiece since it's crafted from real birds' feathers.I like the texture in the woman's dress..the ruffles and the dots...it looks very opulent.It is beautiful and the over all details is almost perfect that it looks so real.
zinaida-serebriakova_portrait-of-sergei-rostislavovich-ernst-1921,positive,The man in this image looks very handsome...he has very striking blue eyes.The facial expressions seems to stare into the viewer's soul.The man's expressions are very confident and content.
zinaida-serebriakova_portrait-sa-lukomskaya-1948,positive,Beautiful painting of a young lady looking happy and confident with her smile.I like the expression of the woman in this painting..she looks very youthful and happy. her cheeks and lips are so rosy.Nice smiles in paintings are always happy feeling.The persons face looks happy and friendly and it gives a feeling of warmth.I like the calm expression of the figure and the warm tones used.
zinaida-serebriakova_self-portrait-1956,positive,This looks like a situation where the tables have been turned and the artist is now the subject.This artist looks like she is very friendly. her face is open and smiling.Beautiful painting of a confident woman who is ready to create a painting.Her smile is reluctant and she hates posing for other artists. her blue shirt distracts from the pain in her eyes.
zinaida-serebriakova_square-in-marrakesh-1932,positive,I like the sense of perspective the road and the builings give as they fade into the distance.Nice warm colors and soft lines make the scene look peaceful and inviting.This painting shows a peaceful village square.The quiet colors hint at that these people live quiet lives.
andre-derain_bacchus-dance-1906,positive,"It looks a woman is dancing while her friends watch.The bodies playing in the field look like they are having fun.The colors and motion suggested make me think of a relaxed but still somehow lively party.This was hard, i didn't see all of the figures at first. it looks like 2 females at a festival and one gets up and starts dancing and because she is so much motion, she is red like in an infrared scope or something. it is kind of funny because maybe the one on the right could be drunk."
armand-guillaumin_paysage-de-la-creuse-printemps,positive,Beautiful display of colors.A colourful place.The colors are very bright and engaging.The scene is vibrant with bright colors of various tones.
armand-guillaumin_rochers-sur-la-c-te-agay-1907,positive,High rocks brings excitement of unknown place.The scene looks relaxing but the activity of the water makes it quite lively.Red cliff is very exciting to look contrast with blue sea.
august-macke_turkish-cafe-ii,positive,"The array of colors look super interesting.This makes me feel excited because this person is drinking & having a great time. the picture is made of bright colors indicating an outgoing personality.This is beautiful, i love the yellow chair. it really stands out."
auguste-herbin_pont-sur-la-loue-moutier-1923,positive,The water not being colorless but leading your eye through the painting/town makes for a peaceful scene.Seeing green on the backdrop of mountains makes me feel calm and content.A nice corner of the countryside and peacefully blue.I like the cool color palette and the mountains in the background.
charles-lapicque_ferme-en-bretagne,positive,"The colors are very vibrant and looks like lots of scribbles brought together to make one painting.It gives an effect of rainbow and house in a landscape.This one made me smile, and even chuckle a bit at the wide scope of pallette the artist chose. made me think of a mill in the fall out in new england."
charles-lapicque_lagune-bretonne-1959-1,positive,"The ocean is calm and the beach is sandy and interesting to look at.The color palette is warm. there are no harsh lines.The blue and sandy colors remind me of the beach and makes me feel relaxed.The blues are calming, the shapes are relaxed and easy."
fikret-mualla-saygi_unknown-title-9,positive,There are several different types of people that make it amusing.  i like the bright colors.This looks like a very inexperienced artist.  funny looking people makes me laugh.It reminds me of an eccentric family portrait that captures the subjects individual personalities.
georges-braque_the-house-behind-the-trees-1906,positive,The color pallette of pinks and greens and the way this is painted is funny to me looks like a child painted this.This has a simple and light theme with bright colors that enhance the scene.The colors and lines make this ordinary scene fun to look at.
ilya-mashkov_still-life-with-dahlias-1912,positive,Calm still life with beautiful flowers.I love how each flower is a different color and how they all pop with a white background.Simple and basic but calming.
james-ensor_masks-1938,positive,"The people resemble clowns which is offputting but funny, the colors are very pastel and cheery.The characters are so happy; they look like cartoons, but their colors are so festive.The use of many colors helps to bring out the jovial scene and adds a sense of high class society.Just a fun little scene.Looks like a party is going on.The people look like court jesters.The large contrast of colors is fascinating."
jean-hugo_int-rieur-du-cazal-fauteuil-rouge-1968,positive,"Nice calm surrounding.It seems like an area that could be in anybodies house and the yellow vases are nice, it's a nice picture to look at it seems like you're looking into someone else's house.It's a simple but comforting scene.Nice and  calm home environment."
jean-metzinger_le-chemin-a-travers-les-champs-1904,positive,"It's a peaceful scene and the colors are warm.This looks like a grassy, relaxing park during the summertime.I feel contentment because the sky looks like it's showing a beautiful sunset.Depicts peaceful countryside here."
john-duncan-fergusson_before-a-caf-paris-1907,positive,"These people's dresses are colorful, beautiful, and luxurious.I love the colors. it's like a wash of what is going on.  i know that there are people that are enjoying a walk around town.  it looks relaxing to look at.They look peaceful.Its a happy, beautiful weekend day with families out together at markets."
john-duncan-fergusson_caf-concert-des-ambassadeurs-1907,positive,"Reminds me of what you may see during a play.It feels like either a show, or a wedding.I am excited because the lack of facial features makes me imagine what the people would look like."
kazimir-malevich_bathers,negative,"The men are naked, and out of shape.The wavy lines and greenish colors of the men's bodies make me feel grossed out.I don't like nakedness, even in art."
mary-fedden_minarets-1968,positive,Reminds me of a child's painting.The crude style of the painting is funny.The contrast of the greens on the leaves is very pleasing.
mary-fedden_still-life-on-red-1976,positive,"Looks like a pear shaped planet in the sky.The big fruit seems out of place in the horizon, but the contrast in color makes it interesting to look at.The sun with the fruit is an interesting combination.I feel like this fruit is happy to be sitting in the light of the sun."
othon-friesz_the-port-of-anvers-1906,positive,"The boardwalk and bright sky evoke a sense of a calm, happy afternoon stroll.The scene of boats on the calm water and saturated colors gives a warm glow.The warm colors and the seaside setting are like the end of a good lazy vacation day."
pyotr-konchalovsky_balaklava-fishing-nets-1929-1,positive,"The use of color, especially the blues, give a calming effect to this piece.The river setting seems like a calm and peaceful lifestyle to think about.The blue ocean looks inviting and like it would be nice to take the boat out and around.The colors of the hill in the back are soothing."
pyotr-konchalovsky_still-life-with-red-gladioli-1915,positive,The flowers are beautiful and stand out against the gold background.These colorful flowers look like teenagers fresh to this world.The bright colors are exciting and put me in a silly mood.The flowers in various pots are beautiful.I enjopy flowers and the painting is of some of my favorites.
theo-van-doesburg_self-portrait-1911,negative,"The man on the picture have a sad face, his eyes looks like tired and really sad. the blue background makes it even more sad.All of the color on the man's face seem to be hiding his sad expression.The despair in his eyes marks sure depression.The young man depicted looks morose and the unusual color palette used on his faces makes him seem pensive and sad."
viorel-marginean_unknown-title-2,positive,"This makes me think the wind is blowing and leaves are flying everywhere, which makes me think of autumn.You rarely ever see green and red together this way in nature but the composition and detail of this piece make it exciting and interesting.Looks like a beautiful and colorful tree, the different color on the leaves are nice and the whole picture looks relax."
viorel-marginean_unknown-title-7,positive,The flower is bright and fun to look which is stimulating.The bright red and orange leaves on the plant are exciting.The bright orange and red leaves pop from the gray background.
viorel-marginean_unknown-title-9,positive,The bright hues in this bird's wings make me think of a phoenix in flight.The bird with rainbow colors brings out a fresh and nature springtime feeling which puts most of us in a good mood.Exciting to see how this artist's use of colors all blend in together to paint this beautiful bird.
walasse-ting_girl-with-orange-hair-and-flowers,positive,The bright colors really perk me up.A picture of the beauty of humans and nature with fantastic colours.The bright colors and floral design puts me in a happy mood.
andrea-mantegna_the-triumph-and-vespasian-de-titus-1500,positive,Lots to see in this picture.  good details and composition.Someone important is passing by while many people look on.This line drawing envelopes the viewer in the crushing thrill of close-quarters battle on horseback.
cima-da-conegliano_st-john-the-baptist-and-saints-1493,positive,What looks like a fresco with incredible details amongst the figures and the archways.The artist's skill and attention to detail. just wow...Jesus is looking up towards the heavans. the arches of the building glides your eyes upwards as well.I love the colorful painting and the religious figures inspire awe.
dosso-dossi_apollo-and-daphne-1524,positive,"This painting evokes a great deal of excitement in me due to the angry looking clouds, the raw emotion the subject is displaying as he plays his heart out to the gods barely clothed.The strong contrast in light makes you focus on movement and feel like something important is about to happen.The violin and bow seem strong."
dosso-dossi_sapiente-con-compasso-e-globo,positive,"It looks like atlas holding up the world, and the  art work is awesome.The warrior's pose shows that he is surrendering his victory and giving thanks to his higher power after a battle.I like the detail and the shading.The shadows on the body."
giovanni-bellini_sacred-conversation-1490,positive,"The detail of the architecture is very good.This is a beautiful and reverent painting with impeccable technique, so it makes me feel awestruck.The picture makes me happy because it reminds me of my religion."
leonardo-da-vinci_head-of-st-james-the-less,negative,"There are water marks dripping down modifying the artwork.Looking at the man’s face, he looks concerned like something is wrong.A person alone, with a longing, vacant look in his eyes.This man looks desperate and sad.He is looking forlornly at something in the distance. his mouth is curled down in a sad frown.The womans face and placement of her hands makes her appear sad and confused."
leonardo-da-vinci_studies-of-water-passing-obstacles-and-falling,negative,"It looks like hair and then hair in water.Is that a bunch of earthworms on the plate?The picture just looks weird. i don't get it and it makes me think of something gross, like a hairball in a drain."
leonardo-da-vinci_study-for-the-last-supper-2,negative,This is an angry man. he looks like he is about to accuse someone of doing something very bad.The man looks very upset and irritated about something.He looks angry.
lorenzo-lotto_asolo-altarpiece-main-panel-scene-of-the-assumption-with-st-anthony-the-abbot-and-st-louis-of-1506,positive,"The divine lady makes me feel reassuring.The angels and madonna are beautiful, makes me feel spiritual.A praying woman surrounded by angels.I enjoy the grins of determination of the little angels in lifting this holy woman up."
lorenzo-lotto_portrait-of-a-man-with-a-felt-hat-1541,positive,"The man has a serene expression on his face.The subject looks to be very confident.The holding of the hat shows a politeness and humility.This man seems to be feeling amused sitting for this painter to paint him, trying to hold back a smile he is feeling do to the odd circumstance."
lorenzo-lotto_st-sebastian-1531,positive,The nude's lifting of the arm overhead is an invitation for more.The image reflects life and strength in the face of battle.The strategically placed cloth makes for an exciting tease.
luca-signorelli_portrait-of-an-elderly-man,negative,"The man wearing the red hat looks like he lost his dog.The person looks powerful, but unhappy.The colors along with the background image depict a sense of shame."
luca-signorelli_the-martyrdom-of-st-sebastian-1,negative,"The unsettleness of a nation with icons.I feel sadness that christ was treated so poorly and shot with arrows.This picture make me feel sad because they are all crucifying him.This is a sad scene depicting judgement, pain, and death.Cruxification is sad to see, makes me upset."
michelangelo_david-1504,positive,I know this is one of the most famous sculptures of all time and i feel in awe of it!Such a bold statement in the proportions of the body.The sculpture shows an ideal human form on a massive scale and looks incredibly alive.
michelangelo_study-for-haman,positive,"Those abs and legs, which i could draw like that and the feet.It shows the detailed muscles of a man.The infintesimal details comprising the human body - or even just parts of it! - are astonishing to behold."
michelangelo_the-fall-of-phaeton-1533,negative,"The drawing is vulgar, people turned into trees, and animals, it's rather disturbing.The twisting cows and figures in the center remind me of human organs exposed to the air from a terrible wound.The combination of nude human and animal forms is disturbing, even more so as an uncolored line drawing."
pietro-perugino_madonna-of-consolation-1498,positive,"Perhaps this is the virgin mother mary and jesus. the child needs a diaper or there could be a mess here very soon.Everyone is worshipping the child and praying for him.Very distinct painting, bright colors and the angels make another awesome painting of mary and the christ child."
pietro-perugino_martyrdom-of-st-sebastian,positive,Beautiful setting of power and faith. looks like something you would see in a church.The painting depicts a biblical scene that is very breathtaking and beautiful.Up above the men is god and his angels in heaven.
pietro-perugino_prudence-and-justice-with-six-antique-wisemen,positive,"I like the outfits that all the people are wearing.The hand on the hip pose of many of the people makes me laugh and think ""sassy"".The angels at the top look like they are gossiping."
pietro-perugino_room-torre-borgia,positive,Our father in heaven is the one who makes our rules and we all look to him for guidance.The god-like figure and the angels surrounding him provoke images of heaven and peace.God in his glory showing his love for creation. it reminds me of god's love for me. it makes me feel loved and protected by angels.
pinturicchio_madonna-with-writing-child-1498,positive,The well dressed mother is lovingly showing her child a book to learn from in the painting.A mother sharing a book with a child is a peaceful and serene moment.The verdant background and peaceful family moment between the madonna and child.
raphael_lamentation-over-the-dead-christ,negative,"All the people are upset and crying because the man has died.The people in this painting appear sad, especially the woman on the far left.There has been some kind of tragedy and this person has died, it is sad and disturbing to me.The expressions on these people's faces are extremely sad.It seems like the woman is pleading with angels not to take the injured, dying, or dead man away."
raphael_psyche-received-on-olympus-detail-1517,positive,The white fluff of the clouds is a good contrast to the abundance of nude bodies.The people are drawn in great detail and there are many people.A large amount of detail with vibrant colors.
raphael_st-michael-1505,positive,"I like the colors and the action in the image, the monsters look scary, the hero looks valiant and it really tells a story.Archangel michael slaying the demon is thrilling.  devils and imps crawl in submission before the mighty angel with his thick, heavy wings and upraised sword. the smoke of battle rises red in the background, and an army of angels musters behind michael.The exciting action of the figure with a sword battling a horrific creature."
raphael_the-death-of-ananias-cartoon-for-the-sistine-chapel,negative,"The older men are on the step calling out the rules, while the younger men enforce the rules with physical violence. the boys on the ground look like they do not know what they've done wrong.This looks like a dramatic scene where two men got into an argument which resulted in one of them getting hurt.Everyone is focused on the man on the ground - gives a sense of fear about what is happening to him."
raphael_the-madonna-of-the-fish-the-madonna-with-the-archangel-gabriel-and-st-jerome,positive,"It looks like the mother is presenting her gift from god, her child.This painting makes me feel hopeful and spiritual as the newborn baby is shown to the angels for the first time.All of the facial expressions are so full of depth and emotion.The people on the left are looking at the mother and baby with admiration and awe."
raphael_the-mass-at-bolsena-detail-1512,positive,"I like the green and gold colors of the skirts, and the way they pleat.Everyone sitting together looking intently at something off the painting looks like they are in a gathering of importance.They have feminine features kind of male and female traits.A man is bowing with his hand resting upon his sword."
raphael_the-visitation,positive,The colours of  the sky work great with the rest of the colours in the painting.The women looks happy that she is pregnant.The lady is helping the pregnant lady to walk.
titian_st-mark,negative,The eye in the background makes this super creepy!The background makes it very dark and scary and the subject's face is scary as well.The darker tone of the picture coupled with the strange figure to the left of the man writing makes this look like a scene from a horror movie.
titian_the-death-of-st-peter-martyr-1529,negative,The man attacking the other man is scary and it looks like he is going to kill them.The man on the floor looks like he's being attacked and the tree obscuring the moon looks foreboding.The warrior in this image looks like he is attacking two men who are pleading to be saved.
vittore-carpaccio_glorification-of-st-ursula-and-her-companions-1491,positive,"The detail in this painting is very impressive. you get the illusion of different angles with god being at the top, mary in the middle, and the women on the ground.The crowd of people all kneeling in praying and looking at the central figure and the glowing light and floating angels around the central figure make me feel the central figure is awesomely powerful and holy.The crowds surrounding christ give the viewer a sense of religious awe, as if he is redeeming us from our sins.This scene makes me feel amazing because the angelic presence is inspirational.This must be someone's vision of what it will be like in heaven with god above, the virgin mary and angels. the people are worshipping them."
vittore-carpaccio_the-triumph-of-st-george-1502,negative,It looks like an animal is being killed in front of a group of people.The man is holding a sword over the animal.To me this painting shows a creature about to be slayed. the sword in the air about to murder this creature. it makes me angry that someone could do such a thing. i feel like this man needs the sword turned on him.
vittore-carpaccio_three-studies-of-a-cavalier-in-armor,negative,The solider looks as they are riding on a ghost of another soilder.Seeing this disembodied soldier is quite frightening. it looks as if somebody just cut his leg off.The look on the face in the top right looks demonic.The person is slowly losing pieces of their own identity.
abdullah-suriosubroto_menuju-danau,negative,It seems to me the man is lonely and lost in a jungle.The figure in the painting is dwarfed by the environment and seems to be isolated.The greenery and the shadows gives it a dark feeling.
