painting,domi_emotion,utterance_combined
maria-primachenko_tiger-laughs-1982,positive,"The strangeness of this cat, the ridiculous costume he is wearing and the mouth hanging open surrounded by the bright imagery and flowers looks amusing.This is a picture of a funny looking cat which i find amusing.Scary cartoon cat! an angry cat in a sweater.could be why he's so mad.funny."
natalia-goncharova_linen,positive,"Villagers work pleasantly on textiles amid two wandering geese and an appealing sunrise.Such great vibrant color, i like how the white lines are being laid down, like theyre about to play a game.Beautiful colors, this painting express feet of working women's in my opinion.The setting is very picturesque with very comforting and warm colors.Three women spreading out clothes and two white ducks playing around.The women working on the tree and the garden makes me feel calm and relaxed."
niko-pirosmani_big-marani-in-the-woods,positive,"The grapes on the trees makes it look more real.This suggests fecundity and plenty, a time of harvest.An interesting look to the house in the background."
niko-pirosmani_the-tiflis-funicular,positive,The green mountain looks very big because of the small house at the top.The shading in this painting gives it a good sense of depth.The over saturation of green makes the barns stand out.
otto-gustav-carlsund_dresdens-spektrum-spader-dam-1922,positive,"The makes me feel happy and reminds me of playing poker with friends in guam.This is a stay at home mothers game card, i can totally relate.The queen of spades wields a bucket and a scrub-brush?  if is an amusing juxtaposition between our expectations of someone whose face would be on a card, and the person in the piece of art in front of me.  i chuckled a little.The cartoon like woman dressed in rust and black clothes on a playing card? a brush and bucket at the top of the card is she gambling in her head whether she will clean today?"
pavel-filonov_landscape-with-two-animals,positive,"The way the picture is drawn reminds me of current day cartoons.When you look closer things on the farm look too big or out of place.I'm amused by what i'm seeing , how the picture looks good made from charcoal."
radi-nedelchev_winter-village-1969,positive,The details of the tree and simplicity of the houses.It looks like a happy village during the holiday season.The tracks in the snow are realistic.The curved look of the painting and the colorfulness make it feel very whimsical and happy.All of the carriages and people out makes me think of a happy christmas scene.This makes me think of a christmas story book.
raoul-dufy_boats-in-le-havre-1926,positive,"So much activity here, it's watching the democracy process of the bigger and stronger taking it all in action.This painting reminds me of picasso's starry night.All the boats look like they are about to start a race."
seraphine-louis_unknown-title,positive,"Lots of color and movement in this painting makes me think of windy, spring days.Looking at this i cant get over the bold colors and how you really have to look to see if its a bird or a branch with alot of leaves on it. i like the little bird almost hidden under the big bush.A tree with leaves of a million colors. the colors are wondrous and the painting looks joyous."
tarsila-do-amaral_a-gare,positive,"A cubist portrait using bright colors evocative of childhood.This work is bright, happy, and childlike. there is an animated train and it is very colorful.The bright colors and geometric shapes gives a cheerful impression of a very busy environment.The bright array of colors really make this picture pop.The perfectly rounded circles and the perfectly square rectangles are interesting.Wonderful, a colourful painting of a train, very child-like.This bright piece of art reminds me of a church glass window that would illuminate when the sun shines through it.This looks childish but fun at the same time, the colors are cheerful looking.Lots of ginger tones are used in the trains, lights, and side walk."
viorel-marginean_peisaj-2009,positive,"The bright colors and contrasting forms in this image are interesting to look at.I love that the trees are colored like fall and i love the view of the fields from above.I love how the colors are so bright! the bright greens and oranges in this image add lots of energy to the picture.This is such a happy painting, the green hills dotted with red trees, i love the buildings tucked away in the glens, the birds add a carefree feeling.All of the colors just pop when they are together giving me a feeling of excitement.The isometric perspective, birds shown mid-flight, and the detailed three-dimensional depiction of the hills are thrilling."
william-h.-johnson_children-at-ice-cream-stand-1939,positive,This group of kids look like they are having a good time. they are all wearing colorful clothes.A group of people looking an old man.This is a cute and familiar scene that is also child like. it is a happy scene that brings me good feelings.It feels cheerful because it's a bunch of friends getting a snack.
edward-hopper_drug-store-1927,positive,"Of all the things to advertise, this artist chose ex-lax.Well its an old ex lax advertisement on a drugstore window. i think its kind of neat.The subject is nostalgic and amusing.  the contrast of colors, the lights and darks that depict a street corner at night is interesting."
john-french-sloan_the-city-from-greenwich-village-1922,positive,"I love this exciting 1920s ny city scene. even without the caption it would have invoked ""vintage new york"" feelings in me.Trains are always exciting.Love this! i love trains. i love el trains even more. this takes me back to my early 20s when i lived by the el in phila. this picture brings back such great memories!"
william-james-glackens_bal-bullier-1895,positive,The people in the image look is af they are about to dance.Amusing that it looks like french renaissance painting. they are all wearing black. she looks to be much bigger than her partner. they are all walking towards something or about to break out into a dance at their local nightclub. they are about to do somethings with their fancy dresses and hats and everyone seems amused too.They look like they are dancing .The party-goers are watching the two people in the center dance.
albrecht-altdorfer_birth-of-mary,positive,Very peaceful with the flying angels over a mother holding her child.Seeing all the baby angels surround the baby is quite awe inspiring.The way the figures are looking down on the scene from above suggests reverence.
albrecht-altdorfer_the-battle-of-issus-fragment-1529-5,positive,"Not sure what this person is doing, but it's amusing to me.I love the detail of this work. i feel like the the beautiful face of the woman adds to the beautiful things that surround her.The way the figures hands are raised looks like someone who has given up because of a ridiculous turn of events."
albrecht-durer_christ-appears-to-his-mother-1511,positive,Praying to god and he hears.The god give his grace to the person.The mix of lines showing a halo vs the ragged clothes is beneficent.I feel in awe as jesus is blessing the women it warms my heart.The sunburst around the man's head makes me think that this scene is from the bible.
albrecht-durer_design-for-all-saints-picture,positive,This is a religious image of the crucifixion and is supposed to inspire the faithful.The level of detail in this piece is astounding; you can see all the people in it.This painting feels like a statue with people praying to god for help!
albrecht-durer_madonna-nursing-1519,positive,The details are so amazin the whole thing looks real.The shimmering sparkles around the mother and child make me think about the beauty of parenthood.The glowing light surrounding the mother and childs heads is awe inspiring.
albrecht-durer_the-cathedral-of-aix-la-chapelle-with-its-surroundings-seen-from-the-coronation-hall-1520,positive,"I'm impressed by the impressive detail that the artist sketched in, especially the fine lines for the rooftops.An elaborate detailed sketch of a city looks like building plans for new development.The details of the the buildings are made with precision."
albrecht-durer_the-great-triumphal-car-1519,positive,"The detail is incredible. despite having no colours, everything is very unique from eachother.Amazing detail and depth of the characters is awesome.Amazing skill showcasing the original wonka mobile.The royal family is being taken to the royal ball down the street."
albrecht-durer_the-virgin-and-child-with-st-anne,positive,"The expression on the people's faces makes me amused.The woman on the left is wearing a garment around her head and chin and it accents her bright white eyes.The woman wearing the white has some really funny, buggy looking eyeballs and i cannot help but laugh when i look at her.The white head garment on the woman makes her look like she has a huge head and a tiny face."
albrecht-durer_title-page-to-the-second-latin-edition-of-1511-1498,positive,"A holy aura surrounds the mother and child.Most religious paintings with jesus and his mother are always awe-inspiring, especially medieval paintings.The woman and her baby are radiating light, suggesting they are protected by god.The mother and her child are holy, since they are beaming with divine light."
gerard-david_the-triptych-of-the-sedano-family,positive,I feel the concern and prayers for this young child on the person's lap.The mother is being supported by various angels and priests.Everyone is gathered around a new born baby and enjoying the day.
gerard-david_virgin-and-child-with-four-angels,positive,"Two angels are placing a crown on a woman's head, which makes the scene seem regal.The red garments help highlight the virgin mary as a figure of central importance.The concept of gurdian angels coming alive in the picture where mother is taking care of her newborn aware of the surroundings."
hans-baldung_harmony-or-the-three-graces-1543,positive,I love how the girl in the middle is posed. she kind of reminds me of the naughty popular girls in school who think they're hot stuff but they're really not.I see this picture and wonder what happened to unclothe so many people all in the same area. there has to be a story.The individuals seem quite intrigued by the situation that is unfolding around them. the number of naked people is quite funny.
hans-holbein-the-younger_outgoing-ship,positive,"The men look like they are working very hard on some choppy water, it doesn't look very dangerous since there is a dingy in the water.The boat seems quite at capacity and the sailors all seem to be clamoring for adventure.The boat is packed with people who are sailing away on an adventure."
hans-holbein-the-younger_portrait-of-robert-cheseman-1533,positive,"I am amazed at the detail and realism of this painting, the face is in great proportions and angles and the bird looks so lifelike.The picture is very detailed and crisp. i think the falcon is symbolic of that the man has a dark motive abouts him.The hawk looks regal and majestic since it's so big.The bird that this man is holding is very majestic looking, yet scary at the same time. i can't believe people used to have this type of bird as a pet!"
hans-memling_portrait-of-an-unknown-man-with-a-letter-1485,positive,A man looking very gentle and quiet with hands crossed.The man's fur coat looks so real. i can imagine the softness of the fur.He looks like a powerful man who is plotting something big.
hans-memling_the-arrival-of-st-ursula-and-her-companions-in-rome-to-meet-pope-cyriacus-from-the-reliquary-of-1489,positive,"The king seems to really care about everyone under his rule, since he's meeting individually with them.The scene is quite complex as one side shows individuals showing royalty and another show humility.I enjoy this painting because it is religious."
hans-memling_triptych-of-jan-floreins-1479,positive,"The artist is very good at recreating an image of bored people it looks very real.The dimensional frames look as if this picture could be closed up.Beautiful colors and content, makes me just want to stare at it to find all the details."
hans-memling_virgin-and-child-in-a-landscape,positive,"The clouds in the sky resemble an angelic figure rising.The woman is rocking her baby while singing a lullaby.The baby in that woman's arms is absolutely adorable! i wish my daughter were this small, still."
hieronymus-bosch_temptation-of-st-anthony-1,positive,"There are flying fish and human deer. someone is crawling underneath the hill and looking at it all. there is a spire on top of the fish vehichle.Boats and fish are flying through the air, which is totally nonsensical.It's a whimsical painting. i'm unsure of what to think other than amusement- boats and fish in the sky."
hieronymus-bosch_the-garden-of-earthly-delights-1516-8,positive,I feel the red apples signify a challenge or game.That is a lot of bros that like to ride the white pony.It's funny that all of the people are riding the animals without any clothes on.
hugo-van-der-goes_the-portinari-altarpiece-st-thomas-and-st-anthony-the-hermit-with-tommaso-portinari-and-two-1478,positive,The man with the red and green dress looks imposing with his staff.A golden holy ring surrounds the man's head.The great colors and darkness seems to haunt my soul.The man stands tall and confidently with his green robe.
jan-van-eyck_the-annunciation,positive,I am in awe looking at this important moment in the birth of jesus.The contrast of the simple facial expressions with the detailed clothing make it an elegant picture and awesome to study.The size of the interior makes me feel this way.The angel is wearing an incredibly elaborate robe.
jan-van-eyck_the-annunciation-1440,positive,"The angel looks rather holy with his wings and large stature.The detail of the sculpture, the folds of the robe, the wing feathers, the hair, is incredible.The wings on the statue give a sense that the statue is an angel who is standing there watching out to protect all.Angels remind me of my father in heaven."
jan-van-eyck_the-ghent-altarpiece-1432,positive,Looks like a ceremony is about to take place and royals are watching.The colors beautifully fit together and the panels perfectly depict daily life of the era.This is a very structured painting meant to inspire awe in christians.
jean-fouquet_coronation-of-lothair-1460,positive,The brilliant blue color behind the fleur-de-lis symbols is royal and stately.The depicted scene looks quite detailed and elaborate.The woman kneeling to the bishop makes for an awe-inspiring sight.
jean-fouquet_coronation-of-louis-the-pious-1460,positive,"The person on their knees is praying which has great religious significance.This scene looks royal and important, since only the king's highest-ranking men are gathered.These people know that prayer is the best form of protection they have.I love the contrast in this painting. there is two different sides which makes it really unique."
joachim-patinir_landscape-with-the-flight-into-egypt-1516,positive,The woman taking care of her child in a meadow makes for a relaxing sight.There is a sense of lushness of the foliage of grass and trees that is draped by bright blue skies and ocean gives a feeling of balance.An idyllic countryside that only exists in dreams.The soft light and lush grass make it seem like a pleasant afternoon.
konrad-witz_madonna-and-saints-in-a-church,positive,The figures are all focused on this baby with an expression of love and affection.  there's a very pleasing golden light illuminating everything.Women tending to a baby in the hallway of a mansion.It looks like the baby is quite happy being looked after by the women. the architecture is also quite nice.The women are giving all of their love and attention to the child.
lucas-cranach-the-elder_saint-christopher,positive,"The man is carrying a baby on his back, showing a sense of fatherly affection.The man is willing to fight through anything to protect his children.The man appears to be carrying a baby on his head to safety, which is heartwarming."
mabuse_portrait-of-hendrik-iii-count-of-nassau-breda,positive,The level of detail is impressive to me. it appears reminiscent of high-quality middle age paintings.The hair and the clothing is very detailed and bright.This is a incredibly detailed picture. from the shadows to the material of her  clothing. this is a very good painting.
martin-schongauer_altar-of-omgeving-1491,positive,"The read and green are nice with each other. one man seems to be trying to heal the others wounds.The man waving the staff looks like jesus since he has golden flowers coming out of his head.The man carrying the cross reminds me of jesus, since he has gold forming a halo around his head."
martin-schongauer_elephant-in-hortus-sanitatis,positive,The elephant seems like he's having fun on the rock.The element can barely fit on the rock and is about to slip off.The baby elephant is standing on top of its mother.
georges-seurat_woman-fishing-and-seated-figures-1884,positive,Ut has si much harmony in that setting and relax.A very relaxing place.The sight of women relaxing next to the river makes for a pleasant sight.
henri-edmond-cross_cypress-april,positive,The scene is calm and the colors are interesting and abundant.I love this. the colors are calming and the scenery is beautiful. it makes me feel relaxed looking at it.Pictures of nature relax me.
paul-signac_fecamp-sunshine-1886,positive,"Very peaceful and lovely everyday scene.  love the colors and the technique used to paint this.I can't really tell what the painting is supposed to be of, but it looks like a beach or serene town scene.It looks like a peaceful communtiy."
allan-d'arcangelo_constellation-1971-1,positive,This creates an interesting illusion and changes with the angle you look at it.The different elements in this painting fit together in a strange and funny way.I like the way it makes you think like its a puzzle and you need to figure it out.
andy-warhol_dollar-sign,positive,"I see a lot of power in it.Obviously its like having money at home.The colorful edgy pop feel along with the bold font scream excitement.The blue background color is very bright, the dollar sign also makes me think of money."
andy-warhol_marella-agnelli-1973,positive,This woman's eyeshadow is outrageous! such a unique choice! looks kind of clownish though...Looks like a late 1960s housewife got into some drugs that psas of that time said were bad and decided to experiment with makeup.Colorful and simply dandy!
hiro-yamagata_joan-d-arc,positive,"Street parades are an exciting time and there are so many people to look at in the painting.Very intricate. even the buildings' multicolored bricks are carefully done. lots of people, vehicles, etc. to look at.The scene is colorful and shows people celebrating.It looks like a huge celebration with people staring out of their apartment windows admiring a parade passing by full of really nice cars."
hiro-yamagata_moulin-rouge-1977,positive,"The bright colors, people dancing, and objects flying in the air make me want to join in the festivities.The town being filled with people makes be think a party is going to happen.There is a lot to look at in this artwork which makes it exciting.The bright colors and bustling streets evoke an exciting day in montmartre."
hiro-yamagata_not-detected-272418,positive,"The red of the sky contrasts well with the blue of the buildings, reminding me of sunset. the people moving and action on the stage look like a fun party.This business  and detail makes you wish you were there.This is a very vibrant painting and i love the pinks and orange used in the sky."
howard-finster_leonardo-da-vinci-1991,positive,"The notes at the bottom of the image make me curious about this piece.It's amusing because it looks somewhat clownish with the bright colors,and childish shapes.The childlike quality of the drawing in this painting is accessible and striking."
jim-dine_four-hearts-1969,positive,The four hearts are surrounded by little jellybeans.The shades of red make me happy and different colors make it seem like a party.The bright reds and pinks of the hearts make me excited about love.
jose-de-guimaraes_untitled-2,positive,The pattern and texture of the hair is fascinating.This is kind of fun painting like the image of a court jester.The yellow hand looks like it's picking the nose of the grey face.I like the blue collage towards the top.
leroy-neiman_hunt-field-1967,positive,The traditional fox hunt with baying hounds and gentlemen on horses.They look like they are in the middle of a fox hunt.There are people running in the forest. there may be a race and the colors are exciting to look at.Men race through their polo match on the lush green grounds.
mario-schifano_tutte-stelle-particolare-dell-oasi-1967,positive,The stars above the tree look like fireworks.The white and yellow stars remind me of forth of july.The backdrop of stars behind/infront of the trees is facinating.
peter-max_buddha-moon-monk-sunrise-1999,positive,"This is a lovely colorful and surreal picture.Totally in awe. the way the artist was able to blend the yellow and orange and red. beautiful.I love the circle in the middle, looks like the sun."
robert-silvers_cover-for-life,positive,"The way the outline of the person in the cover is made up of many smaller covers is unique and feels clever.So many pictures making up a whole other picture is awe inspiring. it is quite impressive.The magazine covers coming together to make a face is a really neat touch.The total nu,ber of cover is impressive and reflects the past of the publication."
roy-lichtenstein_spray-1962,positive,"I like the comic style of the image. it seems almost as if the person is spraying away something bad or evil instead of a beauty product.Funny thing for a painting, but its colors are nice and bright and the subject is understood.""bring out the lysol and don't forget to cover your mouth, please."".The type of art reminds me of vintage ad art."
tano-festa_il-peccato-originale,positive,The colors and abstract brings something new.A different style of art used here which to me creates an adam and eve type illustration.This reminds me of the serpent tempting eve in the garden of eden.
yayoi-kusama_dandelions-1985,positive,"The yellow flowers popping out of the painting is very pretty and very cool under neither the strange background.Oh this reminds me of dandelions and i love dandelions. how fun.I'm inspired. nice flowers, makes me feel inspired to create something myself. good patterns."
albert-marquet_port-of-marseilles-1916,positive,The peaceful scene of the water harbor with the boats makes me want to go fishing.The water is calming.The blue-green water contrast with the background gives the view a sense of vastness. the painting uses neutral colors and it gives the view a calming sensation.
arthur-segal_ascona-im-herbst-1915,positive,"The yellow and blue are beautiful to look at.I like the colors makes me feel calm nice landscape.The landscape is lovely, especially when combined with these colors.The winding shapes and mellow colors bring contentement to me.The main brushes are a happy yellow and orange, plus the scene is serene."
arturo-souto_rue-moufetard-par-s-1945,positive,There seems to be hope evoked by the color choice.The beautifully haunting color choice evokes sensations of lust.The town makes the sight seem rather peaceful and look like an every-day scene.
charles-reiffel_holiday-mission-beach-1938,positive,"The painting seems like a beach place.The beautiful painting looks beach place.It reminds me of vacation and the excitement of travel.The beach scene creates a feeling of the first day of summer.  i can almost smell the popcorn from the vendor in the foreground.I love the colors, the scene depicted, and the excitement of the people in the painting."
constantin-blendea_still-life-1,positive,"This scene reminds me of the beauties of home life.I love how the white background makes the things sitting on the table so pronounced and easy to see.Seeing the bowl of fruit and flowers reminds me of life, it can be very calming.All that white is so peaceful and elegant."
constantin-piliuta_nocturne-1973,positive,"Looks like a child rendering.This painting just feels silly, like the ladies are crazy and lighthearted!The two ladies look like they're on some sort of drugs, or failing at dancing. the guy looks like he isn't amused. this is funny, to me.It's funny. looks like a blowup doll riding a horse. the woman is smiling at the man who is drinking."
dumitru-ghiatza_mug-with-roses,positive,"The floral arrangement suggests restraint with its simple composition and limited range of muted colors.The yellow flowers seem simple and pleasing, the red background gives a gentle contrast.The flower vase looks really nice as well as the flowers, the red background makes the flowers stand out."
edouard-cortes_caf-de-la-paix-paris-2,positive,"It just brings to mind a simpler, slower way of life.  no one seems to be in any kind of hurry.Nothing is quite distinct in this painting - somehow it adds to the charm of the scene. viewer knows 'just enough',.Old days when it was fun to do your shopping on the street .contentment to me.Featureless, non-descript as far as facial recognition goes with people and animals, yet still picturesque.I enjoy the busyness of the bustling city around."
edouard-cortes_place-de-la-bastille-3,positive,"The child and their parent look like they're having a nice walk after dinner.The bright, rosy lights in the shop windows seem to beckon the viewer to come out of the rain and into the warmth inside.Street scenes representing slice of life.People tend to their business on a fall day in the city.It looks like a gray day walking in downtown london."
edouard-cortes_rue-royale-1,positive,The bustling city street reminds me on new york city.These street scenes are exciting and fun to look at. this looks like washinton dc.The horses moving toward the viewer give an impression of an interesting event.
francisc-sirato_lila-in-yellow,positive,She seems very content to read whatever is in her book.The girl looks very peaceful as she reads her book.A pretty lady reading a book with a peach-colored outfit. very relaxing and soothing to look at.This woman looks very warm and content reading her book in the sun.Reading good news is like enjoying a beautiful piece of art.
gustave-loiseau_pothius-quay-in-pontoise-1907,positive,"The scene is quaint, serene and gives me peace.The quiet country side with the old houses is so peaceful.A beautiful old style castle set in the woods.This painting is a picture of a quaint and quiet country estate."
gustave-loiseau_the-pont-marie-de-paris-1912,positive,"The sky reminds me of the beginnings of twilight. it looks like a very serene time.The large lake alongside the town and there are people nearby make me want to live there.This scene is so sweet and peaceful and the colors are comforting.Evokes a simpler time with the horse-drawn cart, and the water and bridge seem calm and serene."
gustave-loiseau_the-seine-at-port-marly,positive,"It may seem odd, but i can almost smell this picture, like a river with crisp clean air as winter sets in.These are the type of paintings i like, the oil colors put to good use make for some great works of art.A lush forrest around a swampy area, it would be wonderful to just be here, in silence."
gwen-john_girl-with-cat,positive,"I like the contrast of the black cat against the blue dress.  the cat is content, but the girl appears to be waiting sadly for something.The serene look on the girls face and of course the cat on her lsp.A very obedient young lady who usually does what she is told."
henri-de-toulouse-lautrec_dr-tapie-celeyran-in-a-corridor-of-the-french-comedy-1894,positive,"He hopes he has enough change to tip the coat check girl.The man looks soo funny with his fatty look and funny suits.The man with the tiny head on the giant body looks like someone switched his head with someone else's body.The guy kind of looks like hes about to cry but it's funny.The man looks very tall but disproportional with his suit on, and that is funny."
henri-martin_at-the-pergola,positive,"Stippling of the brush strokes, and blending of color lend to a calming, beautiful technique.The way the flowers blend with everything is peaceful.The colors around the columns and the shade make me feel like i'm on the veranda of tara in gone with the wind.The orange color od the plants in this painting make it look like a fall morning."
jack-bush_tinton-s-farm-hogg-s-hollow-toronto-1943,positive,"Vintage cars beneath the trees look ready to takeoff.The rough lines and quick coloring in make this look like a hastily drawn scene, it's almost like something from a cartoon.The style is whimsical and i just can't help but wonder how those two carts got there."
martiros-saryan_bouquet-of-flowers-1945,positive,"A simple vase with colorful flowers.The color scheme is very engaging and although it is abstract it is so very calming.The few red spots really draw the eye into the middle of the flowers.The variety of colors of flowers is pleasing, especially the little red flowers scattered in the arrangement."
martiros-saryan_persian-house-1913,positive,"Beautiful house hidden among the trees.  i would love to live somewhere like this, hidden, secluded, peaceful.It is a beautiful rustic home with nice landscaping its very peaceful.This picture reminds me of an old house somewhere remote in nature.Lovely and wooded house in the painting with the evergreen trees."
martiros-saryan_wildflowers-1910,positive,The cool colors and earth tones are very pleasing.The flowers are really pretty. i particularly like the blue ones.A happy cheerful bunch of flowers waiting to make someone smile.The flowers give off a peaceful vibe to the scenery.The flower shows how feminity can help anything grow.
maurice-prendergast_new-england-harbour,positive,"The people are preparing for a party they all seems happy and cheerful.The men returned so hurt, hungry and tired that everyone pitched in to help to get them better.There appears to be a community event that is bright and colorful and by all appearances 'happenin'. makes me want to be there with them.The town is having a festival and everyone is enjoying it.The colors and the setting itself by the water with the bustle of women and suggestion of sacks make this feel like a very active busy town as if preparing for something big."
maurice-prendergast_scene-of-venice,positive,"How the blues & greens stand out compared to all the rest of the colors to show a wonderful day in the city by the river.Too much green in the river, needs more blue or shades of blue.The blue, yellow, and white brushstrokes show the shining waters of the canal in the summer."
maurice-prendergast_the-cove-1,positive,"A peaceful rural scene, with sailboats and a boathouse in the background.  a peaceful area to spend a summer, and brings back pleasant memories of similar places i stayed in my youth.People are playing happily near a boat on a river.The people working and relaxing on the river bank on a calm summer day is tranquil.The water and boat look peaceful and beautiful.The colors and the water remind me of spring and lazy days. the painter's lack of detail is also pretty lazy.This a very colorful piece.  i think it could use more detail as i am not a huge fan of the strokes."
maurice-prendergast_the-holiday-also-known-as-figures-by-the-sea-or-promenade-by-the-sea,positive,"The scene here is joyous, since everyone is dressed up in fine dresses and partying by the sea.The pastel colors remind me of a nice spring day in the park.As much as i do not like that there is not real focal point in this picture the colors and amount to look at is nice."
maurice-prendergast_under-the-trees,positive,"A gathering of all the wives and children from town.People in their candy colored finery give competition to the spring foliage on a relaxing day in the park.This looks like fun day out in the park, it seems so peaceful."
maurice-utrillo_orchampt-street-near-montmartre,positive,"The focal point is the sidewalk corner, but you have to wonder why, there is nothing there.The overall scene feels warm and cozy and familiar becaue of the colors and greeny, seems very calm overall.I love the trees by the orange side of the building. it has a rustic tuscany feel.The windmill in the rear adds interest and makes the whole scene take on the meaning of a small industrious town."
maxime-maufra_beg-meil-at-dusk-1904,positive,I like the peaceful look of the trees and meadow.The bright assortment of greens is spring like and fresh.The clash of yellow and green leaves represent the transition of seasons.The guiding light and the pathway make me hopeful.
maxime-maufra_departure-of-a-cargo-ship-1905,positive,"I love the technique of the painter, and the use of color is beautiful.  very calming effect.The colors are muted and peaceful and the old steamboat is nostalgic.The various ships traveling in the harbor reminds me of the idyllic urban life."
maxime-maufra_sunset-1902,positive,The colors makes me think of a sunset in the fall out on the water. its peaceful.This painting has a very appealing arrangement of layers of color from the ground in the foreground to the blue sky peaking out from the clouds. i also like sunsets.The orange color in the sky is a nice contrast to the greenness of the ocean and the landscape.
maxime-maufra_the-dunes-of-port-blanc-near-ile-de-quiberon-1908,positive,"The beach and the sky have a calming aesthetic.The emerald green of the ocean next to the beach reminds me of the spring season.Love the blending this has, its like every color in the color wheel was used to create this painting.I love the pink overtones in this portrait it gives the painting a unique look."
maxime-maufra_the-jetty-at-pontivy-1909,positive,"I like the way the artist painted the waves crashing over the barrier.The people look very small against the scale of the sea, and the big waves.People on the pier watching the waves crash on a wonderfully peaceful day."
mily-possoz_the-tulips-1936,positive,A vase on a pedistal holds tulips and branched berries.The limited color pallet and rare use of red give the work a feeling of freshness as if the flowers are just beginning to sprout or something new is beginning. the lack of detail that encompasses all but the focal points of interest make it easy and satisfying to view the work in its subtle simplicity.The accented color contrasts well against the minimalist objects.These flowers are colorful and gorgeous. the shading is phenomenal.
moise-kisling_sitting-nude-1923-1,positive,"A naked woman laying on the floor looking around.Inspired to see this woman in the nude. could use some color, but that's fine.The woman's nude worm seems to have decent curves and feminine appeal."
pablo-picasso_woman-with-cap-1901,positive,"The proportions of the face seem slightly off, causing it to look a little funny.This person has a very square jaw and it just looks funny. he almost has a block head.The face of this guy is comical looking, it's absurdly disproportionate."
panayiotis-tetsis_still-life-4,positive,"This picture is simple but elegant showing a table with a purple striped tablecloth an a dish set.The painting is very simple and realistic. the purple of the tablecloth is very soothing.The background is very intriguing and makes me want to go out and have a picnic.The single flower on the table makes for a gentle, quiet painting."
paul-cezanne_bathers-1905,positive,"A whole bunch of naked curvy women is exciting!An orgy in the green green grass makes me want to join in.The blues and greens are very vivid and energetic here. also the brushwork implies movement, which makes this painting feel very active and energizing."
paula-modersohn-becker_still-life-with-yellow-jug,positive,"The inside of the bowl is highly detailed.Not much going on here to invoke much emotion. regular looking items put together, just nice to look at.The sight of bread and spring onions on the table reminds me of a farmer's life."
pyotr-konchalovsky_mist-landscape-with-cows-1934,positive,"The sky looks gloomy but calm, the cows in the meadow are peaceful.The cows look like they are peacefully grazing. it looks like a nice autumn day because the jacket the man is wearing and the leaves on the tree.The scenery with the quiet forest and cows look peaceful."
pyotr-konchalovsky_san-angelo-1924,positive,"The trees look like arms reaching for the sea on the left side.I just can't imagine a more beautiful space, all of the colors of the water captured.Love the calim water and cool mountains.The calm waters and rainbow colored hues of the sky makes me feel serene."
pyotr-konchalovsky_soldiers-1910,positive,The portrait is perfect at portraying the life of soldiers at sup.True skill with blocks of water color that inspire.This group of military men are in deep thought and making a plan while eating and drinking.
pyotr-konchalovsky_state-farm-in-balaclava-1929,positive,"The colors are simple, earthy, and bright and the scene looks calm.The simplicity is appealing and the setting tranquil.The unique and dark lines of the land or water convey activity and movement."
pyotr-konchalovsky_the-horse-in-harness-sketch-for-painting-the-return-from-the-fair-1926,positive,Reminds me of the plow horses from home when i was a kid without a care in the world.The gentle grace of the horse or donkey walking through the field makes me appreciate their work.The horse dragging the cart reminds me of the idyllic rural life.
pyotr-konchalovsky_view-of-elbrus-1948,positive,"The layeres of pastel tones make it seem like a lovely summer day, gazing at this lovely mountain in the distance.A beautiful landscape of a field of flowers and a mountain in the back ground.Very serene and peaceful use of the blues, greens, and pinks looking out over this valley.This scene looks natural and serene but the pink and purple also make it seem a bit fantastical."
suzanne-valadon_bouquet-of-flowers,positive,"A different take on the classic flowers picture.  more real life view angle.The colorful, bright flowers on the vase makes me feel calm and peaceful.Flowers are beautiful. they always make people happy."
suzanne-valadon_farm-montcorin-1918,positive,"Blow the hill there is a tree and a white house.I love the scene here, the lovely green trees and the hills feel warm and relaxing.The big, pretty tree in the front and the rolling hills make this seem like a quiet, peaceful place."
theo-van-rysselberghe_the-model-s-siesta-1920,positive,The woman is completely comfortable to be sun bathing nude.How the light is reflecting color on skin like a canvas.The pale color of the sunbathers skin will transform as she rests in all the suns glory.
theo-van-rysselberghe_the-woman-in-white-portrait-of-madame-helene-keller-1907,positive,The girl and her dog stand out against the colorful walls and furniture.The woman's lace dress matches the color of her snowy white dog.The woman seems content to sit near her dog and the colors add a romantic feel to the painting.
victor-borisov-musatov_a-garden-in-blossom,positive,The white dress and white blooms suggest a calming innocence.The white trees and grass remind me of warmer days.A girl enjoys spring flowers in her garden.
vincent-van-gogh_gate-in-the-paris-ramparts-1887(1),positive,The light colors on the ground look like sand that is falling down.The town looks busy and fun and a place where many people congregate and have fun.The people look happy since they're wearing such bright and bold outfits.It looks like a fun place to be with people bustling around and the pops of red make it more appealing.
vincent-van-gogh_landscape-with-the-chateau-of-auvers-at-sunset-1890,positive,"This looks so serene and quaint, the green used makes it very inviting.I really like the subtle transition from orange to yellow, to greenish blue. the entire scene gives a calming sense of beautiful sunset satisfaction.I like the technique used to paint this, looks flowing and moving.  looks like a van gogh."
vincent-van-gogh_undergrowth-with-ivy-1889,positive,I feel content looking at this pretty painting of the sunlight hitting the forest floor.The use of bright and dark green makes this painting feels as though your standing within the trees.A forest scene where the artists use of stokes leave you room to imagine.The forest bottom seems quite beautiful and makes me want to stroll through creating a new path.
