painting,domi_emotion,utterance_combined
jean-hugo_int-rieur-du-cazal-fauteuil-rouge-1968,contentment,"Nice calm surrounding.It seems like an area that could be in anybodies house and the yellow vases are nice, it's a nice picture to look at it seems like you're looking into someone else's house.It's a simple but comforting scene.Nice and  calm home environment."
jean-metzinger_le-chemin-a-travers-les-champs-1904,contentment,"It's a peaceful scene and the colors are warm.This looks like a grassy, relaxing park during the summertime.I feel contentment because the sky looks like it's showing a beautiful sunset.Depicts peaceful countryside here."
john-duncan-fergusson_before-a-caf-paris-1907,contentment,"These people's dresses are colorful, beautiful, and luxurious.I love the colors. it's like a wash of what is going on.  i know that there are people that are enjoying a walk around town.  it looks relaxing to look at.They look peaceful.Its a happy, beautiful weekend day with families out together at markets."
john-duncan-fergusson_caf-concert-des-ambassadeurs-1907,excitement,"Reminds me of what you may see during a play.It feels like either a show, or a wedding.I am excited because the lack of facial features makes me imagine what the people would look like."
mary-fedden_minarets-1968,amusement,Reminds me of a child's painting.The crude style of the painting is funny.The contrast of the greens on the leaves is very pleasing.
mary-fedden_still-life-on-red-1976,amusement,"Looks like a pear shaped planet in the sky.The big fruit seems out of place in the horizon, but the contrast in color makes it interesting to look at.The sun with the fruit is an interesting combination.I feel like this fruit is happy to be sitting in the light of the sun."
othon-friesz_the-port-of-anvers-1906,contentment,"The boardwalk and bright sky evoke a sense of a calm, happy afternoon stroll.The scene of boats on the calm water and saturated colors gives a warm glow.The warm colors and the seaside setting are like the end of a good lazy vacation day."
pyotr-konchalovsky_balaklava-fishing-nets-1929-1,contentment,"The use of color, especially the blues, give a calming effect to this piece.The river setting seems like a calm and peaceful lifestyle to think about.The blue ocean looks inviting and like it would be nice to take the boat out and around.The colors of the hill in the back are soothing."
pyotr-konchalovsky_still-life-with-red-gladioli-1915,contentment,The flowers are beautiful and stand out against the gold background.These colorful flowers look like teenagers fresh to this world.The bright colors are exciting and put me in a silly mood.The flowers in various pots are beautiful.I enjopy flowers and the painting is of some of my favorites.
viorel-marginean_unknown-title-2,excitement,"This makes me think the wind is blowing and leaves are flying everywhere, which makes me think of autumn.You rarely ever see green and red together this way in nature but the composition and detail of this piece make it exciting and interesting.Looks like a beautiful and colorful tree, the different color on the leaves are nice and the whole picture looks relax."
viorel-marginean_unknown-title-7,excitement,The flower is bright and fun to look which is stimulating.The bright red and orange leaves on the plant are exciting.The bright orange and red leaves pop from the gray background.
viorel-marginean_unknown-title-9,excitement,The bright hues in this bird's wings make me think of a phoenix in flight.The bird with rainbow colors brings out a fresh and nature springtime feeling which puts most of us in a good mood.Exciting to see how this artist's use of colors all blend in together to paint this beautiful bird.
walasse-ting_girl-with-orange-hair-and-flowers,excitement,The bright colors really perk me up.A picture of the beauty of humans and nature with fantastic colours.The bright colors and floral design puts me in a happy mood.
andrea-mantegna_the-triumph-and-vespasian-de-titus-1500,excitement,Lots to see in this picture.  good details and composition.Someone important is passing by while many people look on.This line drawing envelopes the viewer in the crushing thrill of close-quarters battle on horseback.
cima-da-conegliano_st-john-the-baptist-and-saints-1493,awe,What looks like a fresco with incredible details amongst the figures and the archways.The artist's skill and attention to detail. just wow...Jesus is looking up towards the heavans. the arches of the building glides your eyes upwards as well.I love the colorful painting and the religious figures inspire awe.
dosso-dossi_apollo-and-daphne-1524,excitement,"This painting evokes a great deal of excitement in me due to the angry looking clouds, the raw emotion the subject is displaying as he plays his heart out to the gods barely clothed.The strong contrast in light makes you focus on movement and feel like something important is about to happen.The violin and bow seem strong."
dosso-dossi_sapiente-con-compasso-e-globo,awe,"It looks like atlas holding up the world, and the  art work is awesome.The warrior's pose shows that he is surrendering his victory and giving thanks to his higher power after a battle.I like the detail and the shading.The shadows on the body."
giovanni-bellini_sacred-conversation-1490,awe,"The detail of the architecture is very good.This is a beautiful and reverent painting with impeccable technique, so it makes me feel awestruck.The picture makes me happy because it reminds me of my religion."
lorenzo-lotto_asolo-altarpiece-main-panel-scene-of-the-assumption-with-st-anthony-the-abbot-and-st-louis-of-1506,awe,"The divine lady makes me feel reassuring.The angels and madonna are beautiful, makes me feel spiritual.A praying woman surrounded by angels.I enjoy the grins of determination of the little angels in lifting this holy woman up."
lorenzo-lotto_portrait-of-a-man-with-a-felt-hat-1541,contentment,"The man has a serene expression on his face.The subject looks to be very confident.The holding of the hat shows a politeness and humility.This man seems to be feeling amused sitting for this painter to paint him, trying to hold back a smile he is feeling do to the odd circumstance."
lorenzo-lotto_st-sebastian-1531,excitement,The nude's lifting of the arm overhead is an invitation for more.The image reflects life and strength in the face of battle.The strategically placed cloth makes for an exciting tease.
michelangelo_david-1504,awe,I know this is one of the most famous sculptures of all time and i feel in awe of it!Such a bold statement in the proportions of the body.The sculpture shows an ideal human form on a massive scale and looks incredibly alive.
michelangelo_study-for-haman,awe,"Those abs and legs, which i could draw like that and the feet.It shows the detailed muscles of a man.The infintesimal details comprising the human body - or even just parts of it! - are astonishing to behold."
pietro-perugino_madonna-of-consolation-1498,awe,"Perhaps this is the virgin mother mary and jesus. the child needs a diaper or there could be a mess here very soon.Everyone is worshipping the child and praying for him.Very distinct painting, bright colors and the angels make another awesome painting of mary and the christ child."
pietro-perugino_martyrdom-of-st-sebastian,awe,Beautiful setting of power and faith. looks like something you would see in a church.The painting depicts a biblical scene that is very breathtaking and beautiful.Up above the men is god and his angels in heaven.
pietro-perugino_prudence-and-justice-with-six-antique-wisemen,amusement,"I like the outfits that all the people are wearing.The hand on the hip pose of many of the people makes me laugh and think ""sassy"".The angels at the top look like they are gossiping."
pietro-perugino_room-torre-borgia,awe,Our father in heaven is the one who makes our rules and we all look to him for guidance.The god-like figure and the angels surrounding him provoke images of heaven and peace.God in his glory showing his love for creation. it reminds me of god's love for me. it makes me feel loved and protected by angels.
pinturicchio_madonna-with-writing-child-1498,contentment,The well dressed mother is lovingly showing her child a book to learn from in the painting.A mother sharing a book with a child is a peaceful and serene moment.The verdant background and peaceful family moment between the madonna and child.
raphael_psyche-received-on-olympus-detail-1517,awe,The white fluff of the clouds is a good contrast to the abundance of nude bodies.The people are drawn in great detail and there are many people.A large amount of detail with vibrant colors.
raphael_st-michael-1505,excitement,"I like the colors and the action in the image, the monsters look scary, the hero looks valiant and it really tells a story.Archangel michael slaying the demon is thrilling.  devils and imps crawl in submission before the mighty angel with his thick, heavy wings and upraised sword. the smoke of battle rises red in the background, and an army of angels musters behind michael.The exciting action of the figure with a sword battling a horrific creature."
raphael_the-madonna-of-the-fish-the-madonna-with-the-archangel-gabriel-and-st-jerome,awe,"It looks like the mother is presenting her gift from god, her child.This painting makes me feel hopeful and spiritual as the newborn baby is shown to the angels for the first time.All of the facial expressions are so full of depth and emotion.The people on the left are looking at the mother and baby with admiration and awe."
raphael_the-mass-at-bolsena-detail-1512,contentment,"I like the green and gold colors of the skirts, and the way they pleat.Everyone sitting together looking intently at something off the painting looks like they are in a gathering of importance.They have feminine features kind of male and female traits.A man is bowing with his hand resting upon his sword."
raphael_the-visitation,awe,The colours of  the sky work great with the rest of the colours in the painting.The women looks happy that she is pregnant.The lady is helping the pregnant lady to walk.
vittore-carpaccio_glorification-of-st-ursula-and-her-companions-1491,awe,"The detail in this painting is very impressive. you get the illusion of different angles with god being at the top, mary in the middle, and the women on the ground.The crowd of people all kneeling in praying and looking at the central figure and the glowing light and floating angels around the central figure make me feel the central figure is awesomely powerful and holy.The crowds surrounding christ give the viewer a sense of religious awe, as if he is redeeming us from our sins.This scene makes me feel amazing because the angelic presence is inspirational.This must be someone's vision of what it will be like in heaven with god above, the virgin mary and angels. the people are worshipping them."
adam-baltatu_after-rain,contentment,"I feel like it is a relaxation scene, i stare off into the stream and i feel at ease, content and satisfied.Its drawn so nicely with only like 3 or so colors not bright.The use of nature, the soft lines and colors make this calm.The trees are a little weird looking but i like to serenity of the nature setting."
adam-baltatu_at-the-brickyard,contentment,"The light colors suggest a pleasant, quiet day.Dark colors in this example make me feel content.The colors are warm, and the lines make your eyes travel through the painting trying to see behind the shrubs."
alfred-sisley_a-turn-of-the-river-loing-summer-1896,contentment,"The scene in this painting looks very calming. the river looks quiet and peaceful, and the man and the child look content.The scene depicted is very calm.It is a still and idyll scene.Very peaceful painting.  i like the river and the foliage, the man and young child remind me of my childhood playing outside.The color and and landscape is calming.The calm water and lush trees are peaceful."
alfred-sisley_a-turn-of-the-river-loing-summer-1896-1,contentment,"This is a very peaceful scene. like you're taking a walk through nature on a cloudy day- i love to do this, myself.The scene looks idyllic and still, the colors suggest this as well.The sky, water, and greenery is calming and relaxing to view.The cool colors, still water, and trees give me a feeling of comfort and contentment."
alfred-sisley_alley-of-chestnut-trees,contentment,"It is an older, more comfortable time, in a serene setting.It a calm day and everything is as it should be. a light breeze rustling leaves is the only disturbance to be found. all is well.The sunshine and the presence of the natural environment (trees, grass, sea) produce a peaceful effect."
alfred-sisley_apple-trees-in-bloom-1880,contentment,The colors in this painting are very muted and calming. the scene looks like a calm spring day.A nice spring day where i can rest and relax outside.Spring is coming.The picture is scenic and serene i fell contented to see this picture.
alfred-sisley_banks-of-the-loing-at-saint-mammes-1885,contentment,The shoreline is nice and calm.Looks like a relaxing place i would love to visit some day.The blue in the ski and the blue water contrast each other well.
alfred-sisley_bristol-channel-from-penarth-evening-1897,contentment,"I would be content sitting there looking at nature.This picture is pleasing to the eye because it is not too busy.The different colors of blue make me want to kick back and relax, and it looks like a calm beach.The ocean looks calm and peaceful.This painting evokes the feeling of contentment because the setting of the beach is serene and calm. there is a sense of having the beach to yourself in this painting. the path above in the right hand side of the painting is isolated. below the bushes in the shadows of the bank there appear to be a few people, but that is it. the solitary feeling of this painting is welcoming."
alfred-sisley_countryside-near-moret-1885,contentment,The atmosphere looks calm and relaxing.There is a sense of love found in the colors of purple.People taking a stroll on a nice day.The sky is calm and the landscape looks peaceful.It's a really nice landscape that makes you want to walk through it.
alfred-sisley_landscape-at-louveciennes,contentment,"The couple walking down a country lane lend a sense of calm to the painting.It looks like a typical british summers day with the grey sky. the greens of the trees and grass contrast nicely with the grey sky.The landscape and soft gray sky make this look very peaceful.The depicition of solitude and nature, my favorite escape, makes me feel content and i can easily insert myself in this scene."
alfred-sisley_loing-at-moret-in-the-rain-1888,contentment,"The village looks relaxing and safe as people are easily walking around and hanging out.The vivid way the light is painted.It is a nice serene painting, nothing special but it is something i would hang in my house or office.This has very bright and warm colors with the business of the people in the simple town."
alfred-sisley_path-near-the-parc-de-courances-1868,contentment,It looks like a nice day to walk in a park.People enjoying natural environment.Lots different layers of green just very comfortable to your eyes to watch.
alfred-sisley_spring-sunshine-on-the-loing-1892,contentment,The whispy brush strokes give a sense of the wind blowing through the billowy trees.It makes me feel this way because it is so serene and beautiful.This is a calm and peaceful setting.
alfred-sisley_the-dam-on-the-loing-barges-1885,contentment,The reflection on the water is very soothing.It makes me happy by reminding me of my childhood summers.It looks so relaxing and peaceful.
alfred-sisley_the-english-coast-penarth-1897,contentment,"I am content looking atthis peaceful scene of a boat by the beach on a summery day.The view delicate view of the sea and the soft colors give me a feeling of calm.Idyllic nature scene makes me feel at peace, walking the shore."
alfred-sisley_the-garden-of-hoschede-montgeron-1881,contentment,The grass and trees are very green and it is nice to look at.The dark sky and the lights on make the dusk seem peaceful.The country scene is peaceful.A nice simple painting. the colors don't clash. it's mainly green with a hint of yellow. i like the shadows.
alfred-sisley_the-seine-view-from-the-quay-de-pont-du-jour-1878,contentment,"I like this picture a lot, i do like outdoor pictures.It is a very peaceful and content setting on the water.It is calm and serene. the water and the boats make it feel real. it is like a familiar scene."
alfred-sisley_windy-day-at-veneux-1882,contentment,"There's not much going on except the beauty of nature.It is a peaceful, bucolic scene.The sky is bright and open, the area beneath seems peaceful."
andre-dunoyer-de-segonzac_baigneuses-1905,contentment,Peaceful river scene with children nearby.Calm water gives a sense of peace.The pond looks secluded and cozy and like it would be a peaceful place to bathe like the woman in the picture is doing.
andre-dunoyer-de-segonzac_nature-morte-avec-ananas,contentment,"The tropical pineapple fruit reminds me of the islands.The preponderance of delicious fruit would be great for eating.It seems bountiful, like you have enough and everything is ok.A nice plate of fruits that makes me want some."
andre-dunoyer-de-segonzac_the-farm-on-the-estate-1923,contentment,This reminds me of an old road i used to live near and a farm at the end. i had a lot of fun there.This is a peaceful image that generates a feeling of contentment.The scene brings back memories of long road trips with family. it makes me want to take a trip and get away.
andre-dunoyer-de-segonzac_vase-de-fleurs-assiette-de-peches-ombrelle-et-le-figaro-1960,contentment,"The calmness of the scene surrounded by a secret garden.The garden scene with the hat, paper and umbrella just make me feel content, it's very calming.A summer's day with reddish flowers and orange peaches with green trees surrounding, very calming."
antoine-blanchard_arc-de-triomphe-4,contentment,The place looks very calm with people walking on the streets.This picture reminds me of regular day in the city happily going about one's business.Feelings of relaxing and nostalgia run thru this painting.
antoine-blanchard_place-de-la-concorde,contentment,"Beautiful architecture and a lovely style; the fountain on the left is especially pleasing.Many people are walking in the park by washington monument.Such a hopeful scene, so much promise is left in the day and everyone is walking towards it."
antoine-blanchard_rue-tronchet-la-madeleine-2,contentment,I like the presentation of the sky - it looks like sunset.A busy street with nothing out of the ordinary is comforting.The nice peaceful city life really puts a great calm when you see it.
antoine-blanchard_theatre-des-varietes-large-1,excitement,The bustling scene and bright colors bring about an energy of excitement.This painting reminds me of downtown dublin during a rainstorm in the early 1900s.A couple walks together through a busy city street downtown.
arkhip-kuindzhi_a-birch-grove,contentment,"The water and trees denote a very tranquil setting in the impressionistic style.A scenic, lovely river meandering through a forest in the daytime.The green leaves in the trees and grass convey life and natural beauty.Looks like the person might be getting shade under a tree while enjoying the view."
arkhip-kuindzhi_birches-1879,contentment,"The lake is beautiful and the trees look so healthy.The aspen trees look really nice next to the river bed along with the other trees behind it.The stillness of the water and the green of the natural setting are relaxing.The soft spring greens and cool blues suggest an end to winter and the coming of new life, a satisfying turn of the wheel."
armand-guillaumin_crozant-solitude-1915,awe,"The vibrant mix of colours, strokes and shapes.The pink and purples laap straight out of the picture and are nicely contrasted by the greens. the central tree draws the eye.The colors of the landscape are bright and cheery.  this is the perfect fall setting with the cabin tucked nicely in the midst."
armand-guillaumin_paysage-du-midi-1905,contentment,"The cliffs and ocean combo well for this view.I'd love to take a walk right into this painting.The blue water, and the redness colored rocks.The intense color of this scene makes it like i am there listening to the water and birds.The natural overlook of a body of water with rocks and trees is calming."
auguste-rodin_the-kiss-1904,awe,"The details in the woman's back make this look very realistic.It makes me in love because of the way the statues are kissing. you can tell they are deeply in love with each other.These statues have a sensual essence to them.I love sculptures, its just an amazing level of craftsmanship, two people in love its beautiful."
augustus-john_barbara-allen,excitement,"The purple dress the woman is wearing, with the brown square picture from. her short brown hair and her pointy chin and high cheekbones.The purple dress against the browns background enhances her mischievous expression.The frame within the frame is kindof cool. very meta."
augustus-john_welsh-landscape-1914,contentment,The mountains looking over the valley looks beautifull.The mountainous landscape puts the viewer at peace.Peaceful scene with beautiful color bring me peace.
berthe-morisot_boats-entry-to-the-medina-in-the-isle-of-wight,contentment,"The color swirling is pleasant, and the painting reminds me of sailing.I like the way the colors are blended together and how it is bright.The light water and sky contrast beautifully with the darker boats."
berthe-morisot_daffodils,contentment,"The big white bowl and yellow flowers.Picking big blooms from the yellow flower bush to diplay in a dish.The yellow and black colors remind me of a bumblebee.Nice to see this well painted still life of some flowers. interesting sort of sloppy, impressionistic style."
berthe-morisot_girl-with-dog-1,contentment,"The simple pleasure of being with a pet is captured here.This image makes me feel calm and content for a few reasons, the first is just the subject with the girl and the dog. the second is that the art has a blurry, soft look. the third is the floral look of the background. the colors are also light and easy to look at (not harsh). all of these things make the image soothing.A girl and her dog always make me happy.What could be happier than a girl and her beloved pet in a garden full of flowers?"
berthe-morisot_thatched-cottage-in-normandy,contentment,The trees look wonderful with the layers of color makes them look realistic.The soft yellow grass or undergrowth and the green pasture in this natural scene is calming and makes me feel peaceful and content.This is a nice picture of the outdoors there is color that does not run together and i like that it gives you the prospective of you standing on the ground and i really like that.
berthe-morisot_the-rouart-s-dining-room-1880,contentment,The brush strokes really add a lot of character.The woman looks like she is taking a break from her chores to fix tea perhaps.  the colors are calming and quiet.The woman calmly prepares food to put in the fire to cook.
berthe-morisot_young-girl-leaning-on-her-elbow-1887,contentment,"Her face is expressive and relaxed as well as beautiful.The womans facial expression make me feel calm because she looks like she enjoys getting a portrait.This woman looks very relaxed and calm, her red hair is kind of pooling around her, it's lovely."
camille-pissarro_autumn-morning-at-eragny-1897,contentment,"A joyous spring day that marks a new beginning.It's a calm and peaceful place that you can be alone with your thoughts.Peaceful and quiet scenery, creates a relaxing feeling."
camille-pissarro_cowgirl-eragny-1887,contentment,"The vast field filled with animals and trees looks very relaxing as well as looking at the woman under the tree.The light is warm and the brushstrokes in the grass suggest a light breeze. her animals are peaceful, and resting in the shade seem so calm.A woman rests against a tree as the cows graze in the field.This woman is peacefully sitting under a tree, and resting in the shade."
camille-pissarro_fog-in-eragny,awe,The light color in the background makes the sky appear wide and deep.I like how everything is  so bright and vibrant makes you feel good.The trees are in the water.
camille-pissarro_jeanne-in-the-garden-pontoise,contentment,"The girl is in her own little world within the shade of the foliage.The young lady in this image looks peaceful, and the image makes me feel the same.The greenery and the rest of the scenery  give a pleasant feeling and the detail of the shadows makes it seem very realistic.This is a relaxing photo of a girl in a garden. the colors and outdoor scene bring me peace."
camille-pissarro_landscape-1,contentment,"The soft strokes and bright colors of this landscape are easy on the eyes and don't give me a strong emotion either way.This is a very nice painting with great colors and scenery, however it is a little basic.The dead trees and fall like colors remind me of home."
camille-pissarro_landscape-bright-sunlight-pontoise-1874,contentment,Villagers strolling on a sunday in a small village.Sometimes nothing clears the cobwebs quite like a crisp spring ride.The slow pace of the people and horses is like having a gentle heartbeat.
camille-pissarro_landscape-near-pontoise-1880,contentment,"The scene of nature, the rolling hills, green grass and sky look peaceful.It's just a beautiful scene that invokes peace and calm.The green field and blue sky look like a nice relaxing day to spend the day.The blue sky and green grass and hills makes for a peaceful feeling of relaxation."
camille-pissarro_morning-after-the-rain-rouen-1896,awe,"I always enjoy looking at these detialed paintings with these specefic brush patterns. it just brings the painting to life.I feel awe while viewing this image. i like it, i feel like i would want to be there and watching the people and ships.Im always in awe of pictures of ships because of the intricate detail. the building in the background with the body of water in front make this look like a very realistic scene."
camille-pissarro_peasants-and-hay-stacks-1878,contentment,The couple is walking toward the house.This is a view of a simple life perhaps of pioneers. the crops growing and people in the field symbolize hope and growth.Like the relaxed feeling i get from this.A pastoral scene with a hedge is pleasant.the sweep of the sky.the clouds drawing your eyes up.the light is very good.This painting makes me fell calm and content looking at it.
camille-pissarro_place-du-theatre-francais-rain-effect,awe,"The black horse boxes make you think what is it the horses are towing along.The grandly decorated, very large buildings and the large amount of foot and horse and wagon traffic on the street and how the traffic forms straight lines down the street all make me feel in awe.I like how the painting gives the sense that it is/was raining in this city."
camille-pissarro_the-banks-of-the-oise-pontoise-also-known-as-man-fishing-1878,contentment,"I think i'd like to spend some time on this bank, fishing as this man is doing.Fishing is one of my favorite pass times.The scenery is calming with a man fishing, the boat on the water, and and its outdoors. plus i like the texture and color of the sky.The artist has captured autumn, with the use of gold hues melding into brown. one must be as patient as a fisherman."
camille-pissarro_the-effect-of-snow-at-hermitage-1874,contentment,The black square on the building gives the impression of an entry to somewhere else.The winter setting coupled with some fall colors give me a sense of calmness.The golden tone is reminiscent of that golden hour of twilight.
camille-pissarro_the-tuileries-gardens-winter-afternoon-1899,contentment,"Lovely sky with big town square full of people.Wow, beautiful painting, with a great viewing perspective - the church on the horizon is especially captivating.The details of the trees are very good in particular, also the tiny people milling. it looks like a garden."
camille-pissarro_the-village-of-eragny-1885,contentment,The strip of houses seem to be snuggled safely between the rolling hills.The pastoral scene looks sunny and pleasant with houses in the distance.This is a beautiful scenery of a field on a sunny day looking out at a town that looks at peace.
childe-hassam_acorn-street-boston,contentment,"The sloppiness fo the colors merging into perfection so that you can actually make out the image is great. i love the soothing colors and the faceless man helps you interpret the image the way you want.Looks like a heart of america small town, patriotic  due to the flags.Pleasant street scene from history gives a serene feeling."
childe-hassam_bricklayers,contentment,The building of the brick is like the layering of paint on the painting.Men are hard at work building homes brings comfort.The red white and black colors feel soft along with the strokes.The white of the men's trousers contrasts well with the red of the bricks.
childe-hassam_building-a-schooner-provincetown,awe,Its incredible to think so many things used to be done by hand with such skill and craftsmanship.This makes me feel like i'm on a beach vacation helping this man build this boat. i love the clouds up above they look like reflections in water or even bubbles.Great detail such as the drill the workman standing on the hull is using.
childe-hassam_girl-standing,contentment,"The well dressed lady standing in front of a blazing fireplace warming her hands records the fact that once even the rich had to depend on a fire to stay warm.A women standing by a fireplcae,tring to stay warm.This is just a nice calm, relaxing painting of a women in front of her fireplace.The woman reaches for the fire at the hearth, but her thoughts appear to be far, far away."
childe-hassam_improvisation,contentment,"A woman in a lovely white dress is playing the piano, which is very beautiful.The way all the colors of the painting seem to blend into each other give a sense of peacefulness.This painting illustrates a woman playing the piano and a mona lisa painting on the wall.The soft colors, and soft strokes, add a delicate feature to this lovely painting.It's not the busiest picture in the world but the transitions in it are nice. the colors are a little dull but work well together."
childe-hassam_june,awe,The women have beautiful figures and the colors and nice and light.It looks like the blooms on the flowers are about to pop off of the bush to join the clouds in the sky.The artist really knows how to embrace the woman body. the pastel colors of the bush and background contrast well with the rich colors of the hill in the froefront.
childe-hassam_paris-at-twilight,contentment,The carriage moving down the street reminds me of urban life.The colour palette used reminds me of autumnal weather.A simpler time with such warmth.
childe-hassam_the-fourth-of-july-1916,contentment,"Truly beautiful scene of americana; it feels so patriotic and nice.All the flags drooping down makes me think a war has ended.The colors are nice and vibrant, but i think the amount of flags may be a bit much."
childe-hassam_the-two-hickory-trees-aka-golf-player,contentment,The nice white and blue shades in the cloudy sky and the lush green of the grass and trees.A sunny day at the park after a good sermon at the chapel.This painting has a bit of a blowing effect as if a strong wind is passing by if you note the direction of the lines in the sky. it makes me feel like i'm on an empty plain with the breeze hitting me and it makes me feel peaceful.The brush strokes imply a peaceful breeze in the scene.
claude-monet_adolphe-monet-reading-in-the-garden(1),contentment,"It looks like a beautiful day out and the man is enjoying it while reading the news paper in a nice area.Looks like a beautiful and peaceful day, almost heaven-like. nice view of the world.I can identify with wanting to read in thade ona  sunny afternoon. very enjoyable.This is a quiet relaxing day outside which makes me feel relaxed, too."
claude-monet_at-val-saint-nicolas-near-dieppe-morning,contentment,"The steep curve of the rocks reminds of cliffs in ireland or scotland.The bright colors and style make it appear to be water colored and i wonder if it is, but it's nice either way.Looks like a hazy nature scene with tranquil colors and a possible river and hills and sky. it has many pretty colors and i see it says monet in the lower right, but it's a little dull and i wouldn't want it on my wall. peaceful, pretty, but boring.The empty scene coupled with the soft, pleasant colors and shapes imply a peaceful, quiet place."
claude-monet_boats-at-rest-at-petit-gennevilliers,contentment,"The sailboats on the reflective water make for a beautiful setting.The black lines in the water seem to add endless depth.Because i enjoying seeing all of the nice sailboats in the lake on a cloudy day.I really like how the water was painted, but that's really the only thing that stands out."
claude-monet_boats-on-rapair,awe,The details in the tops of the boats and the reflections in the water are striking to look at.The masts of these ships against the light background make this fleet look very pronounced and important.The water looks rippled and colorful. the men waiting on the dock look real.All of the rigging and mast drawn and looks like a jumbled up heap and then all of te sailors in blue working on this ship. very cool.The reflection of the ships in the ocean looks incredible.
claude-monet_charing-cross-bridge-cleopatra-s-needle-1901,contentment,The thick strokes of color make a beautifully surreal sky.The shades of blue is beautiful in every tone.This looks like dawn where the sun is going down over a nice vacation area.
claude-monet_cliff-near-dieppe-1,contentment,"The scene looks like a very calm valley with birds flying over it.Birds fly near the bluff of a cliff. they seem very free. it's a beautiful painting of nature and freedom.The soft colors, the blurriness, the birds that seem far away just make this feel dreamy."
claude-monet_etretat-cliff-of-d-aval-sunset,awe,The style of artwork and colors are vibriant a beautiful..The yellows and oranges of the sunset remind me of god's beautty.Fantastic contrast between the blue and orange and peaceful setting.
claude-monet_etretat-sunset,contentment,The water looks peaceful near the land and i always love how the artist's signature blends into the piece.Boats have to be wary returning at night to avoid the harsh rocks.Like the contrast between the greenish water and lilac sky. seems calm.
claude-monet_evening-effect-of-the-seine,contentment,"The yellow hues are very calming as is the whole painting of the lake and trees and sky because nature makes me feel content.Soft pastel tones and rich values in the busy water by the lake.The pinks and orange colors are very calming and soothing and the scene itself is realaxing.The still, calm waters make me feel calm and relaxed.The painting reminds me of traveling with my family, it is a beautiful scenic scene that gives me good memories and happy thoughts."
claude-monet_geese-in-the-creek,contentment,"This is a beautiful painting of a little home, and the ducks in the pond make it just so special.The geese swimming in the calm creek with the white home with orange roof in the background gives a sense of peace and tranquility. if one could only step into this painting, as mary poppins steps into paintings, and experience this world. watch the ducks swim, talk with the people in that home, sit outside with some tea and crumpets. divine.The ducks seem to be enjoying the refreshing water on this bright sunny day."
claude-monet_gladioli,contentment,A nice day in the garden would be perfect right now.Mary poppins is busy taking a stroll in the garden.The colorful flowers remind me of my experiences at gardening and farming.The woman appears content walking through a garden shaded by an umbrella.
claude-monet_grainstack-under-the-sun,contentment,The calming colors of this painting put me at ease.The brown town seems to resemble a roast chestnut in my opinion.The hut almost looks like it's a heat mirage.
claude-monet_lilac-irises-1917,contentment,This looks like purple haze all thats missing is jimi.The green and purples make me feel relaxed.The purple flowers seem to symbolize the fleeting nature of life for me.The many different shades of purple really make this piece simple yet loud.
claude-monet_monet-s-garden-in-argenteuil-sun,contentment,"The various colors of flowers make this scene calm and lovely.Cheerful feeling from the field of red and yellow flowers.I like how real that  the flowers look. i think the red flowers standout the most. i feel like i'm in someones backyard.The red, yellow and white flowers reminds me of the smell of a warm summer day."
claude-monet_not_detected_212148,contentment,"The blues and greens are very calming.  the fluffy clouds and sunlight reflections evoke a beautiful calm day.The sky is very vibrant blue.  the architecture of the bridge eye-catching.  i like seeing the people at the top of the bridge.There is serenity to the painting, such as all is well in the world, brings a sense of happiness on a summer day.The sailboat gently going through a bridge makes me feel calm and content.The blue sky and clouds makes it look like a warm, slightly windy day."
claude-monet_regatta-at-argenteuil,contentment,I like the bright colours on this painting.The colors are relaxing and lovely and the scene is a beautiful slice of life. i love how the colors blend together.The clear waters and white sails make me feel calm and peaceful.The green and red in the water looks like the trees are reflecting.
claude-monet_road-in-a-forest-fontainebleau,contentment,"The details of the trees allow one to imagine themselves there.  the nature scene is peaceful.The piece reminds me of an empty country road during fall, quiet and slightly warm. its a soothing place.The simple path with forest on either side seems calm on this day. someone is walking along, perhaps going to work or school on this bright day, full of possibilities.The clear road surrounded by trees make me feel like i'm on an adventure."
claude-monet_road-of-la-roche-guyon,contentment,"This colorful path looks inviting, and has beautiful color blends of blue green and pink.The blues and pinks are very peaceful along with the beautiful nature.The open road to the town makes me feel calm and introspective.I can see myself just wondering down this path and contemplating life."
claude-monet_san-giorgio-maggiore-3,contentment,The small brush strokes used to create this piece combined with the colors make me feel like im looking at a warm spring day across the water from a major historical building. the blues are really calming to the eye.The fuzzy style of the painting and the cool colors make it calm and serene.The hazy but clear skies makes the scene seem rather calming and soothing for me.The pastel colors are peaceful. the water is calm and has only a few boats lazily drifting along.The muted colors instill the feeling of a calm day on the water.
claude-monet_storm-off-the-coast-of-belle-ile-1886,awe,"The water is amazingly detailed.The waves are crashing violently against the cliffs, showcasing massive strength.Only a minimal color pallate was used or needed to illustrate the violent nature of the ocean, lending to its simple ferocity."
claude-monet_the-arm-of-the-siene-at-jeufosse-afternoon,contentment,The green pasture is so calm and peaceful.This reminds me of a warm spring day and being with family.The green field and clear lake waters remind me of the spring.I love paintings of landscapes because of the colors and my love of nature.
